ds,y,unique_id,day,week,month,months_since_start,is_holiday,days_to_holiday
2023-08-09,1915.4000244140625,XAU,9,32,8,15,0,26
2023-08-10,1914.4000244140625,XAU,10,32,8,15,0,25
2023-08-11,1912.9000244140625,XAU,11,32,8,15,0,24
2023-08-12,1912.1333414713542,XAU,12,32,8,15,0,23
2023-08-13,1911.3666585286458,XAU,13,32,8,15,0,22
2023-08-14,1910.5999755859375,XAU,14,33,8,15,0,21
2023-08-15,1902.5,XAU,15,33,8,15,0,20
2023-08-16,1896.0999755859375,XAU,16,33,8,15,0,19
2023-08-17,1884.0999755859375,XAU,17,33,8,15,0,18
2023-08-18,1886.0999755859375,XAU,18,33,8,15,0,17
2023-08-19,1888.5,XAU,19,33,8,15,0,16
2023-08-20,1890.9000244140625,XAU,20,33,8,15,0,15
2023-08-21,1893.300048828125,XAU,21,34,8,15,0,14
2023-08-22,1896.4000244140625,XAU,22,34,8,15,0,13
2023-08-23,1918.5,XAU,23,34,8,15,0,12
2023-08-24,1918.199951171875,XAU,24,34,8,15,0,11
2023-08-25,1911.0999755859375,XAU,25,34,8,15,0,10
2023-08-26,1913.3666585286458,XAU,26,34,8,15,0,9
2023-08-27,1915.6333414713542,XAU,27,34,8,15,0,8
2023-08-28,1917.9000244140625,XAU,28,35,8,15,0,7
2023-08-29,1936.5,XAU,29,35,8,15,0,6
2023-08-30,1944.300048828125,XAU,30,35,8,15,0,5
2023-08-31,1938.199951171875,XAU,31,35,8,15,0,4
2023-09-01,1939.800048828125,XAU,1,35,9,16,0,3
2023-09-02,1936.4000244140625,XAU,2,35,9,16,0,2
2023-09-03,1933.0,XAU,3,35,9,16,0,1
2023-09-04,1929.5999755859375,XAU,4,36,9,16,1,35
